"","1A","2A","3A","4A","5A","6A","7A","8A","9A","10A","11A","12A","13A","14A","15A","16A","17A","18A","19A","20A","21A","1B","2B","3B","5B","6B","7B","8B","9B","10B","11B","12B","13B","14B","15B","16B","17B","18B","19B","20B","21B"
"FBgn0026787",1147.37113720552,1299.96179612525,1187.27665840789,1155.11875333485,1166.32229366797,863.74002064198,1256.5086056296,1293.14912531311,1378.13598162513,1144.34328393989,1319.55749101481,1184.76305245508,1246.33803429457,1219.58011596121,1274.17405986586,1251.74653878445,1214.27223326073,1211.82715641055,1253.56672362416,1108.7188199712,1213.61394109617,1159.62654654846,1201.50609206575,1191.43854858456,1293.79830877475,1270.64467824793,1317.40060237779,1396.64093720415,1267.37957491456,1380.01527474428,1473.07728462798,1202.45835917291,1197.84428912926,1240.21792177505,1229.55939280291,1317.68554863909,1204.58149295363,1163.36293732905,1232.50313340445,1093.70580951538,1020.74927709212
"FBgn0026869",1220.27040835393,1214.73523287217,1441.54661633981,1461.15619196739,1504.59726496313,898.18628268154,1592.18604587447,1351.23608896856,1449.55762738819,1451.98062171989,1584.13881535534,1424.49830426171,1377.62488772916,1409.17870541737,1414.10567536899,1562.14172815276,1398.78177178495,1418.81626697756,1389.04630881244,1374.71961235312,1359.67251168761,1569.01697107893,1434.31983337158,1405.22723092029,1574.62755356391,1581.84325750584,1682.35617465812,1509.689630018,1514.40066738076,1538.54595506614,1544.83924269223,1396.24794458516,1333.75928951674,1317.92324910803,1395.63370979859,1597.6220904209,1582.13688626746,1503.27189371123,1474.06855259647,1144.36439214139,1330.69338956949
"FBgn0026872",771.253158526729,857.399762847224,700.2676664012,775.448246760649,654.759223580508,872.35158615187,738.287542290837,826.548925457862,835.93503702955,741.203146244669,775.323754238396,734.1892086578,755.786480582902,727.648640615514,717.860564085141,751.590098273933,844.006470141187,623.789910481515,519.84582406515,697.105524862966,601.938351528368,731.456744745953,648.134737102653,673.723252982343,787.313776781954,860.021632773445,783.319277089496,799.352174384531,811.818062677884,791.512893117791,711.095766273028,888.302571641249,833.412859518859,746.380117803616,693.246002137946,706.233606195993,746.121372501131,646.808381567148,575.341294097124,710.519094780179,764.5288107775
"FBgn0026873",328.574975755908,292.645428037675,264.522778816266,262.317804542178,267.71454783482,336.712211436704,298.154584386684,335.190347651115,304.799417833879,294.959974959395,346.635026192976,297.528571438584,282.089320217562,249.808952323988,274.174953953279,260.921720320527,265.544133146341,228.628881217207,259.542351400024,257.97490640488,231.923306030048,251.643655445334,262.061698756307,243.834659312649,276.489720035237,273.417282095604,300.420745474665,277.725922503311,276.812581004844,244.068817186178,250.514471787929,291.286209128973,309.169286595706,294.46229305129,281.869253616527,269.356263037298,295.016227243054,235.527465839624,216.889381747674,288.364239563436,235.557525482797
"FBgn0026874",14.7911564648962,7.18778244303062,6.15169253061083,5.7525834329425,16.6024525789035,5.16693930593408,7.09891867587343,11.4269436699244,3.01781601815722,9.29673273510987,5.86097870374597,9.63221993865918,6.20951333812243,2.56214310075885,9.10124328475615,8.13262504895149,4.98674428443833,9.40859593486448,3.80560632551354,8.02588597704072,4.42601729064976,3.75587545440797,3.50975489405769,5.77807249556041,13.0185742617488,7.95395729732666,6.67601656610366,8.90147187510613,6.20656011221624,6.84305094914517,13.0476287389546,9.62929616955284,14.935714328295,9.2019466578528,4.57085276134909,7.05351916300617,8.98941412651965,4.46074745908378,3.89621643858098,11.6904421444636,4.13258816636486
"FBgn0026876",77.1253158526729,96.5216499492683,77.9214387210706,63.2784177623675,101.690022045784,68.031367528132,76.0598429557868,93.3200399710489,86.5107258538404,90.4318547869778,117.219574074919,92.0412127471877,94.029773405854,60.210362867833,108.077264006479,107.079563144528,84.7746528354515,83.7365038202939,93.6179156076332,88.2847457474479,64.6198524434865,96.7137929510053,90.0837089474807,98.2272324245269,86.1705629706233,80.5338176354324,103.478256774607,98.8063378136781,83.1679055036976,90.1001708304114,120.038184398383,86.6636655259755,101.562857432406,83.8399584382144,70.0864090073528,92.577439014456,100.517994323811,98.1364440998431,73.3787429266084,124.698049540945,104.69223354791
"FBgn0026878",86.633916437249,72.9046504935963,63.5674894829786,50.622734209894,49.8073577367106,86.1156550989013,65.9185305616819,91.4155493593949,130.77202745348,136.070360941154,102.148485979573,127.359352522271,125.077340096466,139.636798991357,158.134102072638,129.444282029144,103.474943902095,127.01604512067,126.34613000705,152.491833563774,155.795808630872,91.0799797693933,113.482074907865,67.0256409485007,78.7313776781954,82.5223069597641,51.1827936734614,86.3442771885295,116.683330109665,109.488815186323,103.076267037742,128.791836267769,115.005000327871,104.288728788998,141.696435601822,140.629538312436,114.410725246614,109.734387493461,144.160008227496,167.563004070646,151.528232766712
"FBgn0026879",1214.98785247361,1045.30893242931,1105.25409133308,1117.15170267743,1003.41072773748,1394.21245605121,1028.32907676224,1089.36862986612,1168.90073769956,1069.96942205901,972.085182149868,1072.38715317072,1002.39286743976,995.392594644814,1201.36411358781,1050.4640688229,1216.76560540295,954.972487388745,933.895792281023,947.054545290805,939.20086907588,952.114427692421,954.653331183691,857.465958341164,905.100877245395,1162.27201007186,1028.10655117996,1004.97617469948,1004.22142615659,1043.56526974464,1111.65796855894,1083.29581907469,1156.02428901003,1016.30388643396,1074.15039891704,996.309581774622,1074.64359785212,962.62930167028,907.818430189368,1261.26881358602,1130.95162819518
"FBgn0027052",824.07871732993,731.100157062543,724.874436523643,702.965695505573,785.503537639374,791.402870358903,778.852791867257,784.650132001473,725.281783030452,759.796611714889,930.221048551682,744.89167525631,767.318433925129,745.583642320826,780.43161166784,729.225379389317,774.19205015905,713.171571862728,720.020716787162,656.976094977762,697.540325006403,755.869935199605,656.324165188788,679.501325477904,761.896560366158,818.26335696248,808.910673926227,795.791585634488,768.37214189237,712.817807202622,829.829187797515,783.583975797362,696.004287698545,798.524482198115,767.903263906648,776.768797826055,729.776983180186,744.052676175174,716.25445529247,776.764933598806,768.661398943865
"FBgn0027053",596.928814476167,533.949552910846,558.778738197151,513.130442218471,504.299497084195,611.421151202199,572.984150266927,608.484750423472,545.218760613738,578.932902140933,602.843523813872,554.387769802828,528.695707074424,549.579695112774,576.791293171421,581.482691000031,527.348208079353,528.763091539384,479.506397014706,526.268809065956,574.497044326339,521.127719299106,533.482743896769,523.493368097773,570.33753908614,530.926649596555,539.644672426713,571.474494381814,553.625162009688,574.816279728194,585.838530379063,613.867630808993,569.050715908038,468.276841032953,577.451065517102,572.657587046564,549.171481183746,550.456236450938,514.300569892689,585.821045239234,533.103873461067
"FBgn0027054",700.46690973044,647.927245936046,719.748026081468,581.010926727192,678.625249162682,697.5368063011,740.315804769658,803.695038118013,765.519329939215,731.906413509559,736.808751328065,774.858581732139,732.722573898447,731.491855266652,718.998219495736,731.936254405634,761.725189447954,682.123205277675,662.936621904459,708.571076258738,738.25968408038,720.189118382729,611.867269864057,682.96816897524,697.423621165116,744.689251962209,698.756400585517,769.977317196681,731.132781219073,721.941875134815,769.810095598324,742.659467076763,719.901430623817,743.312802250998,752.667088035484,734.00683790033,739.583616772753,782.415104323295,749.372295020408,868.989532738464,854.068221048738
"FBgn0027055",650.810884455432,661.275984758817,672.585050013451,661.547094788387,724.281993754667,626.060812569012,673.383142968565,726.563168346024,687.056113467128,705.706530346976,751.879839423412,749.172661895714,671.51451385124,599.541485577571,676.904969303739,691.273129160876,649.523443048092,688.70922243208,697.187078834081,742.967730446055,713.473987252742,663.850986566609,616.546943056134,743.060122929068,719.7411770424,668.132412975439,648.686276339739,696.0951006333,676.51505223157,709.396281728049,768.505332724428,734.233832928404,749.772859280407,719.796716347597,638.395769001757,775.005418035303,687.28157094573,737.807629732457,719.501302324621,770.270243518549,691.51975317172
"FBgn0027057",844.152429675146,761.904938961246,907.374648265098,789.254446999711,919.360811556783,755.234295217364,872.152865893022,897.967323394889,942.564536337772,906.854020433899,1018.13572910787,872.251027778581,848.042107320721,826.29114999473,812.285963164486,866.124567713333,863.95344727894,782.795181780725,836.472270347877,800.295487424918,779.864246612488,838.49919519658,849.360684361961,775.417328904207,974.533273308056,949.50365236837,877.896178442632,910.620572823358,885.055472002035,886.175097914299,992.924547034448,930.430742383043,900.623573996186,876.229809531094,816.659026694371,884.775810009587,898.124193185918,823.453980946866,852.622030642804,918.349177348421,827.895162661761
"FBgn0027066",4559.90223589228,4370.17172536262,4882.39330512813,4281.07259079581,4600.95467092864,4093.93824340177,4576.77428345954,4953.58008091221,4018.7249975127,4146.342799859,4570.7261062499,4306.67255924051,4122.22978317928,3958.51109067243,4039.81436302114,4306.22496341981,3659.02361870662,3834.94370305076,4020.24252227251,3350.23411784471,3636.41580599785,4337.09718097761,4780.28616570657,4368.22280664367,4709.00429010687,3901.41605433873,4148.03162640574,4726.68156568136,3929.99386305532,3743.14886918241,4134.79354737473,4393.36637735848,4201.41644054937,3703.27231052698,3805.99673261668,3683.70038287997,3858.09309920903,3802.34113412301,3661.14471345326,4452.7595190246,3978.30487482058
"FBgn0027070",505.012342158598,483.635075809632,430.618477142758,369.315856394909,364.216303449696,362.546907966374,360.016589990724,367.566688049234,492.909949632346,482.58494470434,424.502314685601,519.069630027745,636.031580490541,588.011841624157,589.305502687961,557.762534607256,744.27158445242,665.187732594919,634.014013830556,694.812414583811,640.002100227956,578.404819978828,556.881109857153,491.136162122635,352.741369282623,466.300746555775,416.138365953795,464.65683188054,566.038282234121,529.195940067226,604.1052106136,515.167345071077,567.557144475208,560.296307611481,639.919386588873,519.756193324017,747.755811433226,585.250066631792,668.201119216638,581.924231191079,673.611871117473
"FBgn0027073",1504.47191471515,1628.54613637808,1476.4062073466,1329.99728969631,1200.56485211196,1214.23073689451,1293.01733024838,1370.2809950851,1557.19306536913,1854.27560189373,1772.52741654718,1563.63037004234,1617.13468791388,2045.87126595594,1935.15185342128,2064.33132492552,1992.20434163311,1888.3052041273,2266.61912747587,2430.69689590376,2859.20716975975,1662.91385743913,1747.85793724073,1732.26613416901,1508.91475014746,1599.73966142482,1559.96253761289,1365.48578564128,1716.73452703901,2005.01392809953,1907.56332163517,1714.0147181804,1418.89286118802,2005.00193289437,1861.8606914562,2094.01350151746,1900.85247802588,2132.23728544205,2465.65563621533,2199.10206117522,2602.15301542108
"FBgn0027074",140.515986416514,173.533604696025,170.196826680233,143.814585823562,127.631354200321,126.590012995385,125.752273686901,82.8453416069516,108.64137665366,110.715635299945,133.12794484223,144.483299079888,214.671746832233,124.263940386804,136.518649271342,148.420407143365,246.843842079697,196.639655038668,202.458256517321,244.216244729953,252.282985567036,169.014395448359,190.696682577134,177.964632863261,148.783705848558,176.975549865518,125.731645328286,119.279723126422,148.95744269319,198.44847752521,146.133441876292,190.178599348669,274.817143640627,193.240879814909,176.739640105498,201.906986041052,232.090328357417,199.841486166953,200.65514658692,149.377871845924,190.099055652784
"FBgn0027079",1040.66350842305,1070.97958401156,1291.85543142828,1304.68592259136,1356.21284503918,1058.3614011655,1461.36311599052,1515.97452687663,1390.20724569776,1306.61352804362,1176.38215410901,1281.08525184167,1200.21022092566,1072.25688766758,1262.79750575992,1201.59535098258,1230.47915218516,1100.80572437914,1039.6916481303,1219.93466851019,1201.22109268235,1064.79069132466,1043.56712183315,1156.77011361119,1583.92653517944,1547.04469433004,1620.04668670782,1513.25021876804,1547.91609198673,1359.48612189684,1456.11536726734,1372.17470416128,1436.81571838197,1217.72427438919,1352.97241735933,1419.0798866073,1348.41211897795,1360.52797502055,1177.30673385789,1472.99571020242,1264.57197890765
"FBgn0027080",1305.84781361512,1244.51318870759,1580.98498036698,1517.53150961023,1607.3249402951,1634.47513377715,1622.60998305678,1610.24681215351,1380.14785897057,1300.69742539401,1317.04564299892,1259.68031864465,1248.11218096261,1128.62403588427,1279.86233691883,1253.77969504669,1234.21921039849,1152.5530020209,1283.25045296317,1425.16803849452,1219.81036530307,1303.28878267957,1324.34751335777,1413.31653241408,1609.96368370294,1613.65908669515,1664.55346381518,1483.87536158019,1499.50492311144,1296.75815486301,1370.00101759024,1361.34174597053,1498.05214712798,1310.76617948525,1415.4407384311,1312.83625421452,1361.4876304347,1453.3115221695,1281.85520829314,1748.37056960534,1490.48679866893
"FBgn0027081",1854.17711399234,1928.37934685879,2098.75243502673,1745.33381355475,2125.11393009965,1631.89166412418,1988.71136048397,2246.34667644596,2261.35013627248,2066.41013975851,2017.85123943254,2007.78273388051,1824.70984807398,1813.99731533727,1880.54439371274,1992.49313699311,1975.99742270869,1692.60640868212,1777.97927527993,1902.13497655865,1913.80987647696,1847.89072356872,1851.98066576444,1983.03448047633,2074.91276447968,2071.01163129143,2144.11398714696,2178.19016783847,2296.42724152001,2135.03189613329,2201.13496826165,2071.50233847505,2071.58357733451,1911.9600277983,1860.33707386908,2222.29938129463,1945.79954865848,2000.19916065317,1651.3464005519,2374.45869334217,2223.3324335043
"FBgn0027082",128.89436347981,128.353257911261,155.842877442141,133.459935644266,150.459726496313,173.092466748792,140.964242278058,171.404155048865,151.89673958058,183.399182138077,195.086862567545,208.698098670949,165.882713461271,149.885371394393,156.996446662044,176.206876060616,183.262852453108,161.827850079669,149.940889225234,175.422936355319,161.992232837781,154.929862494329,116.991829801923,127.117594902329,152.503298494772,173.992815879021,150.210372737332,152.215169064315,132.820386401427,148.266103898145,181.36203947147,202.21521956061,159.812143312756,150.298462078262,173.692404931266,195.735156773421,194.498232919243,142.743918690681,149.354963478937,181.851322247212,169.436114820959
"FBgn0027083",379.287512206981,345.01355726547,352.697038421688,302.585888572776,369.404569880604,394.409700352968,363.058983708956,377.089141107504,352.078535451676,364.262891712032,421.99046666971,406.693730743388,345.958600266821,306.176100540683,327.644758251221,346.314283334517,337.851925270697,334.005155687689,309.776354896802,291.22500545262,285.920716975975,353.991261577951,317.047858763211,327.038903248719,389.317363637061,319.152536555232,361.617563997282,396.115498442223,327.706373925017,358.119666338597,305.314512491539,371.931564548978,343.521429550784,270.946207147888,318.43607570732,310.354843172272,312.177836030046,280.134940430461,298.709926957875,324.734504012879,279.638465924022
"FBgn0027084",1272.03945598107,1223.97666744179,1239.56604491808,1255.21370506805,1450.6392940817,1421.76946568286,1424.85439137174,1620.72151051761,1406.30226446127,1410.56790317258,1354.72336323728,1458.74619737694,1383.83440106728,1170.8993970468,1283.27530315062,1229.38181989983,1413.74200463827,1226.88090990633,1074.70322632502,1299.04697314102,1249.02207942136,1304.22775154317,1125.4614026945,1080.4995566698,1386.1681928224,1535.11375838405,1445.35758656144,1401.09167314171,1451.09375423616,1395.98239362561,1400.01056368983,1460.04203170845,1424.86714691934,1301.5642328274,1304.21665457161,1385.57567058303,1317.35777926815,1322.16554687243,1155.87754344569,1576.91075148654,1358.24397734525
"FBgn0027085",342.30962104474,374.791513100882,382.430218986307,325.596222304546,369.404569880604,334.128741783737,417.822070637122,398.990783141526,399.357653069472,408.211082823461,381.800898415452,394.921017485026,392.973486969748,365.105391858136,403.867670761054,365.968127202817,452.547043812778,356.585785931364,392.738572792998,463.208276389207,447.027746355626,366.197856804777,338.106388127557,345.528735234512,384.357906775442,394.715130879835,376.082266557173,397.895792817244,423.287399653147,417.426107897855,455.362242989517,427.300017523907,412.225715460941,405.908091463062,432.707394741047,441.285792635574,430.674658606896,412.173065219341,455.857323313974,471.5144998267,473.870109743171
"FBgn0027086",1352.33430536194,1274.291144543,1385.15610147587,1221.84872115699,1380.07887062136,1121.22582938769,1670.27415130908,1669.28602111478,1679.91758344085,1555.08983932747,1644.42316773673,1620.35344301444,1337.70658769838,1309.25512448777,1456.19892556098,1573.66294697211,1517.21694854036,1209.00457763009,1224.64411555026,1294.46075258271,1295.05265924412,1401.88051335778,1279.89061803304,1226.10698355792,1464.27963839289,1469.4936106811,1582.21592616657,1677.03730127,1755.21519973475,1697.076635388,1680.53458157736,1700.77443594727,1372.59214677031,1431.41392455488,1558.66079162004,1634.21222107899,1501.23215912878,1334.65563975787,1288.34890235744,1440.52225980113,1177.78762741399
"FBgn0027087",1292.11316832629,1316.39101313789,1422.06625665954,1443.89844166857,1450.6392940817,1317.56952301319,1383.27501055591,1635.95743541084,1457.60513676994,1443.52904650615,1435.93978241776,1490.85359717247,1420.204407762,1224.70440216273,1457.33658097158,1428.63113359914,1467.34950569598,1279.56904714157,1215.51066036903,1489.37512631084,1433.14439871239,1182.16179927491,1242.45323249642,1279.26525051707,1512.63434279367,1499.32095054608,1548.83584333605,1445.59903251724,1696.87353467992,1520.29781920175,1416.97248105047,1410.69188883949,1580.19857593361,1432.43636307242,1535.8065278133,1546.92492143679,1449.74733276781,1416.73339300501,1361.07827587762,1731.48437539667,1661.30044287868
"FBgn0027088",1006.855150789,1031.96019360654,1172.9227091698,1175.82805369345,1320.93263330901,1092.80766320506,1476.57508458167,1474.07573342024,1451.56950473362,1243.2267139406,1082.60649484908,1108.77553960566,1123.03484086614,972.333306737984,1199.08880276662,1170.42028829493,1180.61170934077,1003.89718625004,1073.94210505992,1132.79647790232,1273.807776249,1014.08637269015,1075.15491587967,1093.21131616003,1446.30160726953,1442.64900480262,1565.52588475131,1486.54580314272,1500.74623513389,1334.39493508331,1386.96293495088,1278.28906650814,1312.84928945713,1221.81402845934,1241.74833349984,1235.24754342146,1260.15241664485,1100.91247290188,1127.30528956276,1359.98810280594,1183.29774496914
"FBgn0027090",873.734742604939,843.024197961163,910.450494530404,822.619430910778,910.02193198115,904.214378538463,984.721433467586,1024.61594906988,990.849592628288,955.027999152196,849.841912043166,968.573227165173,861.348207330983,848.06936635118,1019.33924789269,949.483974465086,1018.54252009653,887.230596657721,863.872635891574,1033.0461807591,1056.93292900716,861.97341678663,851.700520957999,780.039786900655,947.256260569154,1014.12955540915,979.14909636187,1045.03279813746,1107.25032401938,1020.75509991415,1019.01980451236,962.929616955284,1063.4228601746,943.710751688681,1043.67804717471,1022.7602786359,1003.54550430601,1012.58967321202,968.209784987373,1236.58899128104,1046.9223354791
"FBgn0027091",496.560252750086,523.681292277945,736.15253949643,865.188548314552,1009.63664745457,846.516889622199,975.594252312892,872.25670013756,800.727183484383,759.796611714889,662.290593523295,616.462076074188,635.144507156523,588.011841624157,701.933388336818,637.733347588612,637.056582336996,518.413636011033,583.018889068675,551.493022136655,622.298031065357,518.3108127083,520.613642618557,642.521661506317,1102.85921960244,1000.21013013883,933.529649826829,886.586598760571,901.192528293798,743.611536473775,715.010054894714,743.863129097957,640.742144683854,644.136266049696,652.108327285804,696.975862294547,656.227231235935,627.181092747179,583.133726974286,718.312722876488,695.652341338085
"FBgn0027093",516.633965095302,491.849684315952,489.059556183561,552.24800956248,600.801252699072,516.693930593408,595.295037533958,632.290883069148,642.794811867488,560.339436670713,617.914611909218,534.053083265659,517.163753732197,498.336833097597,591.58081350915,579.449534737793,582.202395208175,527.822231945897,509.951247618815,523.975698786801,524.925650671062,497.653497709056,532.312825598749,551.228116076463,567.85781065533,666.143923651108,655.362292905843,597.288762819622,646.723563692932,601.047975033251,533.648015423245,597.016362512276,548.140715848425,561.318746129021,578.974683104218,599.989973803213,557.343675844219,546.887638483671,527.937327427722,655.963698106015,595.09269595654
"FBgn0027094",1452.70286708802,1460.14666199851,1845.50775918325,1761.44104716699,2075.30657236294,1762.78745987451,2124.60494656498,2339.66671641701,2136.61374085531,1925.26883368912,1805.18144075376,1688.84922924491,1646.40810793646,1420.70834937078,1795.22023791815,1686.16426014927,1742.8671274112,1434.81088006683,1367.73491338957,1578.80642719787,1664.18250128431,1338.03063063284,1503.34501295471,1531.18921132351,2229.27585929756,2215.17710730547,2410.04198036342,2159.49707690075,2293.94461747512,1963.95562240466,2073.26820661989,1907.80430359266,1884.88714823082,1586.82457922084,1759.7783131194,1882.84877157496,1791.34506957555,1616.57487917196,1564.98026949669,1927.62401582045,1719.15667720778
"FBgn0027095",2311.64645322806,2051.5984744536,2507.83998831235,2566.80272777894,2844.20765742341,3003.71404984968,2628.62817255199,2704.37666854877,3256.22348359164,2627.5947339506,2122.51157342801,1952.12990756826,1984.38304819713,2057.40090990936,2235.49288181823,2118.54882525186,2166.74039158845,1787.63322762425,1812.22973220955,1654.47906640997,2070.49088856596,1881.69360265839,2000.56028961288,1922.9425265225,2653.30942096595,3013.55557102464,2726.04009782566,2506.65448002989,2487.58929297627,2348.30698404832,2223.31593711787,2225.5710771879,1941.64286267834,2012.15900251715,1837.48281006234,2124.43180290792,2011.17710594226,1500.59544523578,1584.4613516896,1658.74384649779,1728.7993829293
"FBgn0027101",1317.46943655182,1135.66962599884,1314.41163737385,1376.01795715985,1302.25487415775,918.854039905276,1465.41964094816,1315.05076734713,1359.02314684347,1367.46486958252,1639.39947170495,1439.48175749962,1368.75415438899,1323.34691154195,1444.82237145504,1567.5634781854,1419.97543499381,1422.57970535151,1472.00852670864,1516.8924496607,1631.4299733335,1413.148139721,1339.55645123202,1304.68876949754,1255.98245020491,1536.10800304621,1555.51185990215,1318.30798470322,1446.12850614638,1491.78510691365,1666.18218996451,1385.41498639441,1179.9214319353,1434.4812401075,1512.95226400655,1747.50937263478,1516.75932898368,1451.52722318586,1517.57630282729,1296.34014001941,1557.98573871955
"FBgn0027106",375.061467502725,408.676773189455,442.92186220398,416.487040545037,449.303872916577,419.383240331649,452.302532777079,407.560990893969,427.523935905606,435.256123507417,507.393299210009,483.751490252661,639.579873826611,458.623615035835,485.77886032386,572.672347197,685.67733911027,400.806186825227,560.946372380696,754.433281841828,755.07854978485,424.413926348101,462.117727717596,442.600353159927,408.535258975833,406.646066825826,541.870011282081,400.566234379776,420.804775608261,489.27814286388,506.24799507144,491.094104647195,899.130002563356,733.088417075606,801.422850823208,624.677290873734,720.787569053667,589.710814090876,605.212286792912,1019.66634260044,965.64810154059
"FBgn0027107",83.464382909057,86.2533893163674,56.3905148639327,57.525834329425,74.7110366050659,66.309054426154,78.0881054346078,96.17677588853,68.403829744897,88.7415397442306,61.9589177253146,55.652826312253,53.2244000410494,60.210362867833,47.7815272449698,53.539781572264,58.5942453421503,69.6236099179972,56.3229736176004,53.8880915601306,38.063748699588,62.9109138613336,57.3259966029422,56.625110456492,86.7904950783256,63.6316583786133,74.5488516548242,71.2117750008491,45.9285448304001,66.1494925084033,61.3238550730868,54.1647909537347,47.7942858505439,60.3238725348128,67.03917383312,61.2774477286161,71.09809354611,47.2839230662881,49.3520748886924,49.3596446099576,35.8157641084955
"FBgn0027108",1488.62424707419,1211.6547546823,1081.67260329907,1191.93528730569,1076.04645777019,719.065720075826,1126.69980698505,1150.31232943905,1343.93406675268,1442.68388898478,1482.82761204773,1629.9856629531,1708.50324131769,1740.97623696564,1531.28418266022,1568.24119693948,1727.90689455788,1585.34841502466,1517.6758026148,1671.67739350362,1845.64921020095,1456.34070744669,1430.81007847752,1214.5508385668,1102.85921960244,1185.13963730167,1246.18975900602,1178.55487626405,1572.74233243559,1526.00036165937,1606.16309776532,1427.54315713621,1554.8078615755,1700.31525466769,1691.21552169916,1634.21222107899,1837.1093596742,1560.36946118751,1750.05055032929,1592.49800767916,1567.62844444107
"FBgn0027109",215.528279917059,179.694561075765,181.47492965302,195.587836720045,205.455350663931,226.48417291011,190.656673009172,186.640079942098,193.140225162062,158.044456496868,172.480230424524,162.677492297355,157.899053455113,210.095734262226,184.300176516312,165.363375995347,172.042677813122,183.467620729857,176.580133503828,216.698921380099,195.62996424672,162.441613403145,201.225947259307,189.520777854381,178.54044701827,178.96403918985,180.252447284799,171.798407189548,189.920739433817,196.167460542161,223.114451436124,175.734655094339,174.747857641051,174.836986499203,153.885376298753,197.939381511861,193.681013453196,171.292702428817,195.460191335479,184.449198279315,208.006937707031
"FBgn0027111",1700.98299346306,1669.61917890968,1747.08067869348,1906.40614967714,1616.66381987073,1307.23564440132,1744.30573178604,1600.72435909524,1620.56720175043,1462.12251197637,1656.98240781618,1534.73371022636,1623.34420125201,1527.03728805228,1560.86322333568,1591.28363457817,1479.81636640707,1411.28939022967,1427.86349333268,1372.42650207396,1262.30013129331,1530.51924767125,1725.62948957836,1709.15384418677,1675.67648711939,1807.53679581748,1823.66519197398,1559.53787251859,1488.33311490945,1693.65510991343,1737.94414802876,1497.35555436547,1317.33000375562,1482.53585043184,1366.68497564338,1548.68830122754,1466.09172208875,1459.55656861221,1361.07827587762,1254.77412350576,1410.59009411921
"FBgn0027259",54.9385811553287,55.4486074176648,58.4410790408029,52.923767583071,36.3178650163515,74.9206199360441,37.5228558581881,79.9886056894705,63.3741363813017,61.6964990602746,54.4233736776412,54.582579652402,53.2244000410494,48.6807189144182,45.5062164237808,48.1180315396296,56.1008731999312,40.4569625199173,47.1895184363679,52.7415364205533,49.5713936552773,37.5587545440797,38.6073038346346,33.5128204742504,54.5540254778047,64.6259030407791,65.6474962333527,64.9807446882748,52.1351049426164,63.8684755253549,46.9714634602367,71.0160592504522,61.2364287460093,51.12192587696,45.7085276134909,58.6323780424888,50.667606894929,33.00953119722,51.949552514413,32.4734504012879,45.4584698300135
"FBgn0027279",3730.54096268203,3625.7228294773,3624.37218261822,3312.33754068829,3456.42309627048,2565.38536539627,3665.07029922951,3690.90280538557,3927.18457829527,3666.29332771878,3973.74356113977,3944.92918821086,3800.22216293093,3451.20675672217,3754.26285496191,4014.12818041164,3898.38734435966,3621.36857532934,3922.81900033936,3860.45115495659,3901.97684343683,4230.05473052698,3661.84427280019,3429.86383336466,3541.67213130339,3875.56569312242,3778.62537641467,3635.36111379334,3642.00947384849,3973.53158447029,4010.84107435466,3893.84663856293,3705.55072484998,3808.58347783352,3772.47714570012,3874.58624522883,4067.30128251712,3867.46804702564,3883.22905045237,3894.21617212244,3778.56311344627
"FBgn0027280",1532.99771646888,1459.11983593522,1476.4062073466,1327.69625632313,1247.25924999013,1146.19936936638,1266.6499180237,1310.28954081799,1430.44479260652,1473.9547172756,1523.01718030199,1558.27913674309,1589.63541455934,1699.9819473535,1653.01331159384,1707.17354152573,1690.50631242459,1692.60640868212,1666.85557057493,1992.71283258525,1714.63909839772,1541.78687403447,1648.41488190909,1614.39345525958,1352.69185900647,1424.75260088364,1581.10325673888,1571.99993314374,1734.11289535322,1803.14392509975,1646.61074685608,1549.11302127681,1642.92857611245,1714.62939391324,1864.90792663043,1821.57132384634,1642.61112675495,1900.27841756969,1791.61019234082,2617.3601023438,2468.53266470861
"FBgn0027287",3151.57283819895,3647.28617680639,3617.19520799917,3341.100457853,3291.43622376763,2018.55095551825,3437.90490160156,3293.8165128557,3653.56925931568,3378.93977045175,3466.35026192976,3073.74840709213,3122.49813574157,3072.00957780986,3293.51241367113,3555.31258389996,2965.86616316969,3203.62691582136,3405.25654006952,3673.5626672055,3475.30877661819,3573.71549486919,3515.60448554778,3228.78691051916,3641.48120064346,4135.0635499477,3810.89278981751,3828.52305348315,3686.69670665644,3832.10853152129,3565.9169343563,3186.09337010079,3266.44072359811,3547.86165586102,3475.37171621243,3621.98209020367,3300.74942336481,3597.14675100516,3209.18360657787,3946.1736927645,3654.58546845533
"FBgn0027291",5149.435472136,5081.76218722265,4631.19919346152,5133.60545555789,4729.62367841515,3891.56645391935,4900.28214883149,5203.06835103889,5438.10446471931,5189.26718123405,5042.11625056546,5765.41875661745,5606.30347099054,5805.81626631956,5180.88273984744,4784.01668504571,5716.05563603743,5047.71171905479,4867.37049033182,5309.69685138223,4831.44047447328,5861.98261546724,4915.9966882768,5134.39521955498,4687.30666633728,4843.95999407194,4871.26675440031,4594.04963474228,5254.47379100227,5435.66347060431,5286.89916502442,5483.88416856034,5774.14715931883,5688.84791158811,5131.54403340791,5368.16892799539,5735.24621271954,5318.9952702115,4630.00386784706,4638.50765531996,4912.26980041903
