immune_process,functional_class,hours,mean_log2_cpm,n_genes
Humoral,Effector (AMP),2,6.529886390551181,1
Humoral,Signaling,2,4.581788338096035,6
Humoral,Effector (Putative),2,8.184650974339347,3
Humoral,Recognition,2,7.301466458774844,3
Humoral,Effector (Lysozyme),3,5.739924202200219,4
Humoral,Effector (AMP),3,6.444193357559557,1
Humoral,Signaling,3,4.426979342264997,6
Humoral,Effector (Putative),3,8.395732615822931,3
Humoral,Recognition,3,7.480894305575792,3
Humoral,Effector (Lysozyme),4,5.365707495027111,4
Humoral,Effector (AMP),4,6.346687281498548,1
Humoral,Signaling,4,4.606408522860002,6
Humoral,Effector (Putative),4,8.629219009118334,3
Humoral,Recognition,4,7.454523727727675,3
Humoral,Effector (Lysozyme),5,5.399565910755529,4
Humoral,Effector (AMP),5,6.556012730552301,1
Humoral,Signaling,5,4.499919523552358,6
Humoral,Effector (Putative),5,8.804696424654262,3
Humoral,Recognition,5,7.4357136572665015,3
Humoral,Effector (AMP),6,6.265488149413436,1
Humoral,Effector (Lysozyme),6,5.065002236746363,4
Humoral,Signaling,6,4.689983734206159,6
Humoral,Effector (Putative),6,8.769601120040454,3
Humoral,Recognition,6,7.25813151351547,3
Humoral,Effector (Lysozyme),8,5.271152537292215,4
Humoral,Effector (AMP),8,6.379394138197027,1
Humoral,Signaling,8,4.6377661469367455,6
Humoral,Effector (Putative),8,8.90548863471844,3
Humoral,Recognition,8,7.283159512130724,3
Humoral,Effector (Lysozyme),10,5.578157122905209,4
Humoral,Effector (AMP),10,6.432285711263971,1
Humoral,Signaling,10,4.884530239584691,6
Humoral,Effector (Putative),10,8.737399528573036,3
Humoral,Recognition,10,6.935025811227756,3
Humoral,Effector (Lysozyme),12,5.706824413712786,4
Humoral,Effector (AMP),12,6.225960293854923,1
Humoral,Signaling,12,4.81603553462066,6
Humoral,Effector (Putative),12,8.326921832328495,3
Humoral,Recognition,12,6.9455445612538265,3
Humoral,Effector (AMP),14,6.259197957288535,1
Humoral,Effector (Lysozyme),14,5.759310358740919,4
Humoral,Signaling,14,4.7351502825913,6
Humoral,Effector (Putative),14,8.238715228367408,3
Humoral,Recognition,14,6.624539255972066,3
Humoral,Effector (AMP),16,6.652359359586477,1
Humoral,Effector (Lysozyme),16,5.809693338819756,4
Humoral,Signaling,16,4.670882847792789,6
Humoral,Effector (Putative),16,8.376830209849297,3
Humoral,Recognition,16,6.846699471712593,3
Humoral,Effector (Lysozyme),20,5.814216870666575,4
Humoral,Effector (AMP),20,6.701384518510045,1
Humoral,Signaling,20,4.637891288794532,6
Humoral,Effector (Putative),20,8.521040027228896,3
Humoral,Recognition,20,7.338156997857088,3
Humoral,Effector (AMP),24,6.660468257907991,1
Humoral,Effector (Lysozyme),24,5.782263878658856,4
Humoral,Signaling,24,4.7058243019607024,6
Humoral,Effector (Putative),24,7.687222676973519,3
Humoral,Recognition,24,6.380344597141211,3
Humoral,Effector (Lysozyme),30,5.750729913041946,4
Humoral,Effector (AMP),30,6.567931069300165,1
Humoral,Signaling,30,4.796806749415384,6
Humoral,Effector (Putative),30,8.702864820258968,3
Humoral,Recognition,30,7.322316164294382,3
Humoral,Effector (Lysozyme),36,5.774776871075556,4
Humoral,Effector (AMP),36,6.6426749339181494,1
Humoral,Signaling,36,4.7558334127659885,6
Humoral,Effector (Putative),36,7.864926687708757,3
Humoral,Recognition,36,6.650900857469298,3
Humoral,Effector (AMP),42,6.919158818830727,1
Humoral,Effector (Lysozyme),42,5.861871615917461,4
Humoral,Signaling,42,4.640303121281595,6
Humoral,Effector (Putative),42,8.389389882956051,3
Humoral,Recognition,42,7.115822869031213,3
Humoral,Effector (AMP),48,6.623921038828916,1
Humoral,Effector (Lysozyme),48,5.701601763962293,4
Humoral,Signaling,48,4.729415755904234,6
Humoral,Effector (Putative),48,7.515743587878927,3
Humoral,Recognition,48,6.611690951497245,3
Humoral,Effector (Lysozyme),72,5.6487289491558395,4
Humoral,Effector (AMP),72,6.6342424713143435,1
Humoral,Signaling,72,4.718007343875734,6
Humoral,Effector (Putative),72,7.806395301064299,3
Humoral,Recognition,72,6.791611764237277,3
Humoral,Effector (AMP),96,6.922774451574584,1
Humoral,Effector (Lysozyme),96,5.66926896920091,4
Humoral,Signaling,96,4.765801869915715,6
Humoral,Effector (Putative),96,7.461433394988501,3
Humoral,Recognition,96,6.566592116027074,3
Humoral,Effector (AMP),120,6.919959784824826,1
Humoral,Effector (Lysozyme),120,5.681887944356063,4
Humoral,Signaling,120,4.7498958026241755,6
Humoral,Effector (Putative),120,7.333438832720577,3
Humoral,Recognition,120,6.658750428591091,3
Humoral; Cellular,Signaling,0,4.291673689024581,1
Humoral; Cellular,Recognition,0,8.071945888547466,1
Humoral; Cellular,Signaling,1,3.9601849967704235,1
Humoral; Cellular,Recognition,1,8.612262361705678,1
Humoral; Cellular,Signaling,2,3.9550647357526687,1
Humoral; Cellular,Recognition,2,8.66585283456876,1
Humoral; Cellular,Signaling,3,4.187861440164002,1
Humoral; Cellular,Recognition,3,8.427274404726845,1
Humoral; Cellular,Signaling,4,4.089848300077268,1
Humoral; Cellular,Recognition,4,8.315370314837704,1
Humoral; Cellular,Signaling,5,4.086416802523628,1
Humoral; Cellular,Recognition,5,8.25965326858021,1
Humoral; Cellular,Signaling,6,4.347313785318798,1
Humoral; Cellular,Recognition,6,8.409276031877184,1
Humoral; Cellular,Signaling,8,4.319052533384786,1
Humoral; Cellular,Recognition,8,8.067513763335945,1
Humoral; Cellular,Signaling,10,4.347096178607545,1
Humoral; Cellular,Recognition,10,8.452183242536771,1
Humoral; Cellular,Recognition,12,8.491009762893174,1
Humoral; Cellular,Signaling,12,4.16150060799119,1
Humoral; Cellular,Recognition,14,8.337054200789781,1
Humoral; Cellular,Signaling,14,4.3928948975748305,1
Humoral; Cellular,Recognition,16,8.176982305560632,1
Humoral; Cellular,Signaling,16,4.308832344642226,1
Humoral; Cellular,Signaling,20,4.211442135468914,1
Humoral; Cellular,Recognition,20,8.303703952533088,1
Humoral; Cellular,Recognition,24,8.326397408377362,1
Humoral; Cellular,Signaling,24,4.238876139764072,1
Humoral; Cellular,Recognition,30,8.645600562393149,1
Humoral; Cellular,Signaling,30,4.394268149164753,1
Humoral; Cellular,Recognition,36,8.318765227569724,1
Humoral; Cellular,Signaling,36,4.240973793797497,1
Humoral; Cellular,Signaling,42,4.126435246877623,1
Humoral; Cellular,Recognition,42,8.390354593434736,1
Humoral; Cellular,Signaling,48,4.204463612391072,1
Humoral; Cellular,Recognition,48,8.561506867698217,1
Humoral; Cellular,Recognition,72,8.66968928882737,1
Humoral; Cellular,Signaling,72,4.034944447720784,1
Humoral; Cellular,Recognition,96,8.62925674836433,1
Humoral; Cellular,Signaling,96,4.299629288089884,1
Humoral; Cellular,Signaling,120,4.306710762081856,1
Humoral; Cellular,Recognition,120,8.69272213274817,1
Humoral; Epithelial,Signaling,0,5.2835714367773825,1
Humoral; Epithelial,Signaling,1,5.7196698120508955,1
Humoral; Epithelial,Signaling,2,5.477270207507759,1
Humoral; Epithelial,Signaling,3,5.307155020252673,1
Humoral; Epithelial,Signaling,4,5.17722824034997,1
Humoral; Epithelial,Signaling,5,5.0857455462763355,1
Humoral; Epithelial,Signaling,6,5.228483538779534,1
Humoral; Epithelial,Signaling,8,5.24283745228373,1
Humoral; Epithelial,Signaling,10,5.273162473604079,1
Humoral; Epithelial,Signaling,12,5.391918674751388,1
Humoral; Epithelial,Signaling,14,5.3456826905949875,1
Humoral; Epithelial,Signaling,16,5.287731220889777,1
Humoral; Epithelial,Signaling,20,5.138210969406293,1
Humoral; Epithelial,Signaling,24,5.172816499097676,1
Humoral; Epithelial,Signaling,30,5.33153268291265,1
Humoral; Epithelial,Signaling,36,5.513395698204185,1
Humoral; Epithelial,Signaling,42,5.298073358025053,1
Humoral; Epithelial,Signaling,48,5.3848589936199325,1
Humoral; Epithelial,Signaling,72,5.372784074836613,1
Humoral; Epithelial,Signaling,96,5.40863408881696,1
Humoral; Epithelial,Signaling,120,5.488976068778033,1
Humoral; JAK-STAT; Epithelial,Signaling,0,7.726026237517659,1
Humoral; JAK-STAT; Epithelial,Signaling,1,7.756032454672237,1
Humoral; JAK-STAT; Epithelial,Signaling,2,7.8188685619580784,1
Humoral; JAK-STAT; Epithelial,Signaling,3,7.278625507708419,1
Humoral; JAK-STAT; Epithelial,Signaling,4,7.599882270812589,1
Humoral; JAK-STAT; Epithelial,Signaling,5,7.676873871059776,1
Humoral; JAK-STAT; Epithelial,Signaling,6,7.910383871357832,1
Humoral; JAK-STAT; Epithelial,Signaling,8,7.819685415106775,1
Humoral; JAK-STAT; Epithelial,Signaling,10,8.120421370345316,1
Humoral; JAK-STAT; Epithelial,Signaling,12,8.026154986726892,1
Humoral; JAK-STAT; Epithelial,Signaling,14,8.125265445034403,1
Humoral; JAK-STAT; Epithelial,Signaling,16,7.800639170832033,1
Humoral; JAK-STAT; Epithelial,Signaling,20,7.84801399755438,1
Humoral; JAK-STAT; Epithelial,Signaling,24,7.8744420033289995,1
Humoral; JAK-STAT; Epithelial,Signaling,30,8.129325454688974,1
Humoral; JAK-STAT; Epithelial,Signaling,36,7.945275163511638,1
Humoral; JAK-STAT; Epithelial,Signaling,42,7.801384699939394,1
Humoral; JAK-STAT; Epithelial,Signaling,48,8.020261300098255,1
Humoral; JAK-STAT; Epithelial,Signaling,72,8.074639949487315,1
Humoral; JAK-STAT; Epithelial,Signaling,96,7.943185870902134,1
Humoral; JAK-STAT; Epithelial,Signaling,120,8.04043780618014,1
Humoral; Phagocytosis,Signaling,0,7.087178982463931,3
Humoral; Phagocytosis,Signaling,1,7.4835962580363615,3
Humoral; Phagocytosis,Signaling,2,7.552242211774885,3
Humoral; Phagocytosis,Signaling,3,7.3420383926956445,3
Humoral; Phagocytosis,Signaling,4,7.327834508801974,3
Humoral; Phagocytosis,Signaling,5,7.047146406687832,3
Humoral; Phagocytosis,Signaling,6,7.374659778768695,3
Humoral; Phagocytosis,Signaling,8,7.212894112796326,3
Humoral; Phagocytosis,Signaling,10,7.092526589431354,3
Humoral; Phagocytosis,Signaling,12,7.002731348748516,3
Humoral; Phagocytosis,Signaling,14,7.025648422847447,3
Humoral; Phagocytosis,Signaling,16,6.957571173340326,3
Humoral; Phagocytosis,Signaling,20,7.128500834466788,3
Humoral; Phagocytosis,Signaling,24,6.969077426776685,3
Humoral; Phagocytosis,Signaling,30,7.184367828871982,3
Humoral; Phagocytosis,Signaling,36,6.927549339816178,3
Humoral; Phagocytosis,Signaling,42,6.880149714635722,3
Humoral; Phagocytosis,Signaling,48,7.155886316821608,3
Humoral; Phagocytosis,Signaling,72,7.1045658050200515,3
Humoral; Phagocytosis,Signaling,96,7.185841856660054,3
Humoral; Phagocytosis,Signaling,120,6.995122271286224,3
IMD,Effector (AMP),0,3.5328539139210986,12
IMD,Recognition,0,5.766928065585559,1
IMD,Signaling,0,5.763312820984818,15
IMD,Recognition,1,5.925684411890487,1
IMD,Effector (AMP),1,7.567315757693875,12
IMD,Signaling,1,6.184222696674343,15
IMD,Effector (AMP),2,7.985221167017176,12
IMD,Recognition,2,6.0512440546152355,1
IMD,Signaling,2,6.210095277078748,15
IMD,Recognition,3,6.1178219924687385,1
IMD,Effector (AMP),3,8.074837624067513,12
IMD,Signaling,3,6.14557107018671,15
IMD,Effector (AMP),4,7.7950469091592,12
IMD,Recognition,4,6.141410810049816,1
IMD,Signaling,4,6.233638268105019,15
IMD,Recognition,5,6.455134675922588,1
IMD,Effector (AMP),5,7.508510191227804,12
IMD,Signaling,5,6.083973791648872,15
IMD,Recognition,6,6.002671337050914,1
IMD,Effector (AMP),6,7.268013615422498,12
IMD,Signaling,6,6.2967237173377955,15
IMD,Effector (AMP),8,7.480121953036747,12
IMD,Recognition,8,6.449628226110484,1
IMD,Signaling,8,6.392805483164633,15
IMD,Recognition,10,6.434376858984946,1
IMD,Effector (AMP),10,7.125634003786131,12
IMD,Signaling,10,6.274317724838317,15
IMD,Recognition,12,6.269641555206183,1
IMD,Effector (AMP),12,7.191282062603343,12
IMD,Signaling,12,6.291167297532424,15
IMD,Effector (AMP),14,6.635706259925009,12
IMD,Recognition,14,5.676789878172471,1
IMD,Signaling,14,6.247115475650244,15
IMD,Effector (AMP),16,6.551446515762095,12
IMD,Recognition,16,5.898575459054111,1
IMD,Signaling,16,6.148556750393747,15
IMD,Recognition,20,6.259770236985307,1
IMD,Effector (AMP),20,7.591232784456321,12
IMD,Signaling,20,6.323743537150071,15
IMD,Recognition,24,6.152618915597515,1
IMD,Effector (AMP),24,5.732856027102873,12
IMD,Signaling,24,5.981506755988249,15
IMD,Recognition,30,6.669341086749608,1
IMD,Effector (AMP),30,7.490373919200498,12
IMD,Signaling,30,6.338871456730308,15
IMD,Effector (AMP),36,6.662314069189304,12
IMD,Recognition,36,6.36764447105231,1
IMD,Signaling,36,6.126305019601375,15
IMD,Effector (AMP),42,7.197470195339896,12
IMD,Recognition,42,6.302905302073105,1
IMD,Signaling,42,6.235449086122671,15
IMD,Effector (AMP),48,6.534119780336259,12
IMD,Recognition,48,6.324153601048944,1
IMD,Signaling,48,6.168261873965179,15
IMD,Recognition,72,6.455366934259141,1
IMD,Effector (AMP),72,6.932022089697099,12
IMD,Signaling,72,6.150587908108817,15
IMD,Effector (AMP),96,6.774682962652882,12
IMD,Recognition,96,6.207570643784271,1
IMD,Signaling,96,6.214272964847183,15
IMD,Effector (AMP),120,6.326216088809294,12
IMD,Recognition,120,6.589378547068144,1
IMD,Signaling,120,6.101595819469908,15
IMD; Cellular,Signaling,0,6.854586701128447,2
IMD; Cellular,Signaling,1,6.76809916056847,2
IMD; Cellular,Signaling,2,6.9243832848514515,2
IMD; Cellular,Signaling,3,6.774022294750893,2
IMD; Cellular,Signaling,4,7.100992900340785,2
IMD; Cellular,Signaling,5,6.646769080755874,2
IMD; Cellular,Signaling,6,7.144753603819978,2
IMD; Cellular,Signaling,8,7.06844512085222,2
IMD; Cellular,Signaling,10,6.948167404100618,2
IMD; Cellular,Signaling,12,6.914978255629486,2
IMD; Cellular,Signaling,14,6.95219131150184,2
IMD; Cellular,Signaling,16,6.882493005646494,2
IMD; Cellular,Signaling,20,6.872230940790952,2
IMD; Cellular,Signaling,24,6.83326384487097,2
IMD; Cellular,Signaling,30,6.924584810685223,2
IMD; Cellular,Signaling,36,6.994410498389209,2
IMD; Cellular,Signaling,42,6.861400109797238,2
IMD; Cellular,Signaling,48,6.9315977011651055,2
IMD; Cellular,Signaling,72,6.9789126205402425,2
IMD; Cellular,Signaling,96,6.989762990633341,2
IMD; Cellular,Signaling,120,6.899379535492226,2
IMD; Cellular; Wound repair,Signaling,0,5.989309801098591,1
IMD; Cellular; Wound repair,Signaling,1,6.4067649561888,1
IMD; Cellular; Wound repair,Signaling,2,6.3186890502410336,1
IMD; Cellular; Wound repair,Signaling,3,6.1251490707062715,1
IMD; Cellular; Wound repair,Signaling,4,6.071967945563234,1
IMD; Cellular; Wound repair,Signaling,5,5.651443099808244,1
IMD; Cellular; Wound repair,Signaling,6,6.156967434066326,1
IMD; Cellular; Wound repair,Signaling,8,6.09624397356984,1
IMD; Cellular; Wound repair,Signaling,10,6.227099297692795,1
IMD; Cellular; Wound repair,Signaling,12,6.264110934048652,1
IMD; Cellular; Wound repair,Signaling,14,6.251985243895536,1
IMD; Cellular; Wound repair,Signaling,16,6.230683128077738,1
IMD; Cellular; Wound repair,Signaling,20,6.26207732305367,1
IMD; Cellular; Wound repair,Signaling,24,6.185264923855907,1
IMD; Cellular; Wound repair,Signaling,30,6.175730371703775,1
IMD; Cellular; Wound repair,Signaling,36,6.334369796085485,1
IMD; Cellular; Wound repair,Signaling,42,6.298375500769105,1
IMD; Cellular; Wound repair,Signaling,48,6.3429940036775925,1
IMD; Cellular; Wound repair,Signaling,72,6.2884694867883715,1
IMD; Cellular; Wound repair,Signaling,96,6.577719211675257,1
IMD; Cellular; Wound repair,Signaling,120,6.468205056296892,1
IMD; Epithelial,Recognition,0,3.3054501781484658,6
IMD; Epithelial,Signaling,0,3.4831622146679804,1
IMD; Epithelial,Recognition,1,4.234541771024799,6
IMD; Epithelial,Signaling,1,6.340157023979479,1
IMD; Epithelial,Recognition,2,4.058492921905734,6
IMD; Epithelial,Signaling,2,5.426115029114364,1
IMD; Epithelial,Recognition,3,3.7934711688671174,6
IMD; Epithelial,Signaling,3,4.619994792690986,1
IMD; Epithelial,Recognition,4,3.6442943400676135,6
IMD; Epithelial,Signaling,4,5.09112467056516,1
IMD; Epithelial,Recognition,5,3.51324127305965,6
IMD; Epithelial,Signaling,5,5.175472620065655,1
IMD; Epithelial,Recognition,6,3.4333784455829446,6
IMD; Epithelial,Signaling,6,4.853699372510422,1
IMD; Epithelial,Recognition,8,3.6078861162978932,6
IMD; Epithelial,Signaling,8,5.061722383357628,1
IMD; Epithelial,Recognition,10,3.6659926468515196,6
IMD; Epithelial,Signaling,10,5.201348986010383,1
IMD; Epithelial,Recognition,12,3.560722232098886,6
IMD; Epithelial,Signaling,12,4.738673931325749,1
IMD; Epithelial,Recognition,14,3.414177786404778,6
IMD; Epithelial,Signaling,14,4.118201552238377,1
IMD; Epithelial,Recognition,16,3.3045091833547295,6
IMD; Epithelial,Signaling,16,4.17407256616932,1
IMD; Epithelial,Recognition,20,3.572284901209264,6
IMD; Epithelial,Signaling,20,4.764367090628591,1
IMD; Epithelial,Recognition,24,3.575576756384265,6
IMD; Epithelial,Signaling,24,4.5960499336581675,1
IMD; Epithelial,Recognition,30,3.8011982157208712,6
IMD; Epithelial,Signaling,30,5.532512177679347,1
IMD; Epithelial,Recognition,36,3.8431480783154917,6
IMD; Epithelial,Signaling,36,5.305226881095855,1
IMD; Epithelial,Recognition,42,3.7547222159437776,6
IMD; Epithelial,Signaling,42,5.2431516096513615,1
IMD; Epithelial,Recognition,48,3.7614324723697723,6
IMD; Epithelial,Signaling,48,5.587176780426127,1
IMD; Epithelial,Recognition,72,3.7481551204080326,6
IMD; Epithelial,Signaling,72,5.1880083275791,1
IMD; Epithelial,Recognition,96,3.6815053766587282,6
IMD; Epithelial,Signaling,96,5.393986758779755,1
IMD; Epithelial,Recognition,120,3.9014850878559795,6
IMD; Epithelial,Signaling,120,5.356900015913915,1
IMD; JAK-STAT,Effector (Putative),0,7.662864040535485,1
IMD; JAK-STAT,Effector (Putative),1,5.833722903600183,1
IMD; JAK-STAT,Effector (Putative),2,7.992563351692107,1
IMD; JAK-STAT,Effector (Putative),3,8.151430323214925,1
IMD; JAK-STAT,Effector (Putative),4,9.509871050353134,1
IMD; JAK-STAT,Effector (Putative),5,10.69018287721161,1
IMD; JAK-STAT,Effector (Putative),6,11.046324170464256,1
IMD; JAK-STAT,Effector (Putative),8,11.758472982216572,1
IMD; JAK-STAT,Effector (Putative),10,12.052211549051204,1
IMD; JAK-STAT,Effector (Putative),12,12.602885566277699,1
IMD; JAK-STAT,Effector (Putative),14,12.200760682257881,1
IMD; JAK-STAT,Effector (Putative),16,11.454819984529756,1
IMD; JAK-STAT,Effector (Putative),20,11.748463088490823,1
IMD; JAK-STAT,Effector (Putative),24,10.564423412362093,1
IMD; JAK-STAT,Effector (Putative),30,10.701260244940308,1
IMD; JAK-STAT,Effector (Putative),36,9.957016051411252,1
IMD; JAK-STAT,Effector (Putative),42,9.749955853537097,1
IMD; JAK-STAT,Effector (Putative),48,8.783194038706535,1
IMD; JAK-STAT,Effector (Putative),72,6.808217066416408,1
IMD; JAK-STAT,Effector (Putative),96,7.395830774394014,1
IMD; JAK-STAT,Effector (Putative),120,6.235910577352049,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),0,4.693645197271242,1
IMD; JAK-STAT; Anti-viral,Anti-viral,0,4.261023322967324,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),1,5.005494569093193,1
IMD; JAK-STAT; Anti-viral,Anti-viral,1,2.3758062295266793,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),2,5.860449262152413,1
IMD; JAK-STAT; Anti-viral,Anti-viral,2,4.202664411590658,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),3,5.856213335149649,1
IMD; JAK-STAT; Anti-viral,Anti-viral,3,5.9593678542381285,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),4,5.829467815677937,1
IMD; JAK-STAT; Anti-viral,Anti-viral,4,8.499634198059711,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),5,6.534501827602947,1
IMD; JAK-STAT; Anti-viral,Anti-viral,5,9.807751344091287,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),6,6.205546533326618,1
IMD; JAK-STAT; Anti-viral,Anti-viral,6,10.141884614301137,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),8,5.792100841342185,1
IMD; JAK-STAT; Anti-viral,Anti-viral,8,10.643093457269886,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),10,5.804560277566937,1
IMD; JAK-STAT; Anti-viral,Anti-viral,10,10.876383810503835,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),12,5.56600750336287,1
IMD; JAK-STAT; Anti-viral,Anti-viral,12,11.339241023421229,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),14,6.275970225636488,1
IMD; JAK-STAT; Anti-viral,Anti-viral,14,10.53046090954853,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),16,6.215959411467625,1
IMD; JAK-STAT; Anti-viral,Anti-viral,16,9.831316544890182,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),20,6.726149061115271,1
IMD; JAK-STAT; Anti-viral,Anti-viral,20,9.880590040168592,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),24,5.116270683107241,1
IMD; JAK-STAT; Anti-viral,Anti-viral,24,8.554487795474081,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),30,5.9891588474424315,1
IMD; JAK-STAT; Anti-viral,Anti-viral,30,9.37024578505661,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),36,5.61090373352423,1
IMD; JAK-STAT; Anti-viral,Anti-viral,36,8.668281895251166,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),42,6.2528825229183935,1
IMD; JAK-STAT; Anti-viral,Anti-viral,42,8.446318955973661,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),48,5.630492781912071,1
IMD; JAK-STAT; Anti-viral,Anti-viral,48,7.077534396909899,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),72,5.846051737596604,1
IMD; JAK-STAT; Anti-viral,Anti-viral,72,4.9547189998858485,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),96,5.889849976029037,1
IMD; JAK-STAT; Anti-viral,Anti-viral,96,4.8337893447130895,1
IMD; JAK-STAT; Anti-viral,Effector (AMP),120,5.719108558879139,1
IMD; JAK-STAT; Anti-viral,Anti-viral,120,3.8871998705344915,1
IMD; JNK,Signaling,0,4.636691049512018,3
IMD; JNK,Signaling,1,4.795215339340656,3
IMD; JNK,Signaling,2,4.908028142665144,3
IMD; JNK,Signaling,3,4.842448339880812,3
IMD; JNK,Signaling,4,4.899166777660999,3
IMD; JNK,Signaling,5,4.710812192642263,3
IMD; JNK,Signaling,6,4.918137188717034,3
IMD; JNK,Signaling,8,4.890961079735754,3
IMD; JNK,Signaling,10,4.853216959902768,3
IMD; JNK,Signaling,12,4.838130315212269,3
IMD; JNK,Signaling,14,4.853429984568991,3
IMD; JNK,Signaling,16,4.78706471441224,3
IMD; JNK,Signaling,20,4.7591956209917425,3
IMD; JNK,Signaling,24,4.68482806348563,3
IMD; JNK,Signaling,30,4.7866289023431206,3
IMD; JNK,Signaling,36,4.866149727008379,3
IMD; JNK,Signaling,42,4.755480443528316,3
IMD; JNK,Signaling,48,4.814323212532508,3
IMD; JNK,Signaling,72,4.780512935722406,3
IMD; JNK,Signaling,96,4.952526811202643,3
IMD; JNK,Signaling,120,4.932631310553533,3
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,0,5.527924655009585,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,1,6.208514638970097,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,2,6.129463320652134,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,3,5.945244402753345,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,4,5.601734085294161,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,5,5.420707273496522,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,6,5.629669698811776,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,8,5.605002192884464,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,10,5.690161317968287,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,12,5.753807285406564,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,14,5.729522576089588,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,16,5.567373633290898,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,20,5.705506419468068,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,24,5.849823837014201,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,30,5.79733883317986,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,36,5.91742409960713,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,42,5.7443403896002945,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,48,5.8213290652672445,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,72,5.8505917328639185,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,96,5.990790290728898,1
IMD; JNK; Encapsulation; Phagocytosis; Wound,Signaling,120,5.920451767598612,1
IMD; JNK; PO-Melanization,Signaling,0,5.966620990996293,1
IMD; JNK; PO-Melanization,Signaling,1,6.848100729489999,1
IMD; JNK; PO-Melanization,Signaling,2,7.022245795306457,1
IMD; JNK; PO-Melanization,Signaling,3,7.144441021232188,1
IMD; JNK; PO-Melanization,Signaling,4,6.750450856897773,1
IMD; JNK; PO-Melanization,Signaling,5,6.520988862448128,1
IMD; JNK; PO-Melanization,Signaling,6,6.283286363795348,1
IMD; JNK; PO-Melanization,Signaling,8,6.686311738120885,1
IMD; JNK; PO-Melanization,Signaling,10,6.892879350276374,1
IMD; JNK; PO-Melanization,Signaling,12,6.949587253948616,1
IMD; JNK; PO-Melanization,Signaling,14,6.6945410229764395,1
IMD; JNK; PO-Melanization,Signaling,16,6.500145073225651,1
IMD; JNK; PO-Melanization,Signaling,20,6.509279041579363,1
IMD; JNK; PO-Melanization,Signaling,24,6.151643995882175,1
IMD; JNK; PO-Melanization,Signaling,30,6.3586839690731125,1
IMD; JNK; PO-Melanization,Signaling,36,6.582032042256417,1
IMD; JNK; PO-Melanization,Signaling,42,6.468135018516511,1
IMD; JNK; PO-Melanization,Signaling,48,6.024735587702207,1
IMD; JNK; PO-Melanization,Signaling,72,6.022404849079702,1
IMD; JNK; PO-Melanization,Signaling,96,5.852604124678747,1
IMD; JNK; PO-Melanization,Signaling,120,6.012154566509784,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,0,5.5667728794549385,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,1,6.358472825478695,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,2,6.166383289289876,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,3,5.923796548421365,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,4,5.840707731805809,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,5,5.673962351655053,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,6,5.785376885023447,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,8,5.704948737128987,1
