immune_process,functional_class,hours,mean_log2_cpm,n_genes
IMD; JNK; Phagocytosis; Wound repair,Signaling,10,5.6485815712538185,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,12,5.693160709117416,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,14,5.749583347692122,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,16,5.595273013453259,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,20,5.658683524548671,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,24,5.584798409601214,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,30,5.618651540422292,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,36,5.692165510090819,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,42,5.610274238446512,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,48,5.7647010376711485,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,72,5.693845934589119,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,96,6.042639612757066,1
IMD; JNK; Phagocytosis; Wound repair,Signaling,120,5.852608217923697,1
IMD; JNK; Wound repair,Signaling,0,7.832195510870207,1
IMD; JNK; Wound repair,Signaling,1,8.11946386121037,1
IMD; JNK; Wound repair,Signaling,2,8.096029023511703,1
IMD; JNK; Wound repair,Signaling,3,7.988530093181314,1
IMD; JNK; Wound repair,Signaling,4,7.936834889083773,1
IMD; JNK; Wound repair,Signaling,5,7.65369364392034,1
IMD; JNK; Wound repair,Signaling,6,8.054687354224669,1
IMD; JNK; Wound repair,Signaling,8,8.000443872872875,1
IMD; JNK; Wound repair,Signaling,10,8.057659793880417,1
IMD; JNK; Wound repair,Signaling,12,8.05129298773668,1
IMD; JNK; Wound repair,Signaling,14,7.912329299307844,1
IMD; JNK; Wound repair,Signaling,16,7.8972569108859085,1
IMD; JNK; Wound repair,Signaling,20,7.870237295209363,1
IMD; JNK; Wound repair,Signaling,24,8.013007266541987,1
IMD; JNK; Wound repair,Signaling,30,7.9812066278164275,1
IMD; JNK; Wound repair,Signaling,36,8.005620698947869,1
IMD; JNK; Wound repair,Signaling,42,7.878358231056875,1
IMD; JNK; Wound repair,Signaling,48,8.065430255801697,1
IMD; JNK; Wound repair,Signaling,72,7.925937109969404,1
IMD; JNK; Wound repair,Signaling,96,8.145310149000103,1
IMD; JNK; Wound repair,Signaling,120,8.027147603656182,1
IMD; JNK; Wound repair; Anti-viral,Signaling,0,5.344387198408693,1
IMD; JNK; Wound repair; Anti-viral,Signaling,1,5.515424281866423,1
IMD; JNK; Wound repair; Anti-viral,Signaling,2,5.581022182345981,1
IMD; JNK; Wound repair; Anti-viral,Signaling,3,5.561328193522531,1
IMD; JNK; Wound repair; Anti-viral,Signaling,4,5.583275815752859,1
IMD; JNK; Wound repair; Anti-viral,Signaling,5,5.384936000256776,1
IMD; JNK; Wound repair; Anti-viral,Signaling,6,5.515694576414991,1
IMD; JNK; Wound repair; Anti-viral,Signaling,8,5.461764063438322,1
IMD; JNK; Wound repair; Anti-viral,Signaling,10,5.610480561957101,1
IMD; JNK; Wound repair; Anti-viral,Signaling,12,5.5840661910405505,1
IMD; JNK; Wound repair; Anti-viral,Signaling,14,5.430431884570412,1
IMD; JNK; Wound repair; Anti-viral,Signaling,16,5.370494978436858,1
IMD; JNK; Wound repair; Anti-viral,Signaling,20,5.318034838033619,1
IMD; JNK; Wound repair; Anti-viral,Signaling,24,5.4250192464269364,1
IMD; JNK; Wound repair; Anti-viral,Signaling,30,5.461740735630292,1
IMD; JNK; Wound repair; Anti-viral,Signaling,36,5.401655549450837,1
IMD; JNK; Wound repair; Anti-viral,Signaling,42,5.279451427768805,1
IMD; JNK; Wound repair; Anti-viral,Signaling,48,5.364498253020384,1
IMD; JNK; Wound repair; Anti-viral,Signaling,72,5.330524824434055,1
IMD; JNK; Wound repair; Anti-viral,Signaling,96,5.354990936262441,1
IMD; JNK; Wound repair; Anti-viral,Signaling,120,5.406490219310365,1
IMD; Phagocytosis; Epithelial,Recognition,0,4.196046619236222,2
IMD; Phagocytosis; Epithelial,Recognition,1,5.003370981330044,2
IMD; Phagocytosis; Epithelial,Recognition,2,4.989493841711649,2
IMD; Phagocytosis; Epithelial,Recognition,3,4.835471977700311,2
IMD; Phagocytosis; Epithelial,Recognition,4,4.603293279573327,2
IMD; Phagocytosis; Epithelial,Recognition,5,4.5809171546929095,2
IMD; Phagocytosis; Epithelial,Recognition,6,4.19929704866254,2
IMD; Phagocytosis; Epithelial,Recognition,8,4.2821805037207135,2
IMD; Phagocytosis; Epithelial,Recognition,10,4.544420439513726,2
IMD; Phagocytosis; Epithelial,Recognition,12,4.356263688125332,2
IMD; Phagocytosis; Epithelial,Recognition,14,4.220755904770992,2
IMD; Phagocytosis; Epithelial,Recognition,16,3.9999561368843137,2
IMD; Phagocytosis; Epithelial,Recognition,20,4.45043441178513,2
IMD; Phagocytosis; Epithelial,Recognition,24,4.545649802471641,2
IMD; Phagocytosis; Epithelial,Recognition,30,4.672831746089217,2
IMD; Phagocytosis; Epithelial,Recognition,36,4.9384612826362275,2
IMD; Phagocytosis; Epithelial,Recognition,42,4.5906612281476455,2
IMD; Phagocytosis; Epithelial,Recognition,48,4.90400952242479,2
IMD; Phagocytosis; Epithelial,Recognition,72,5.005555955228683,2
IMD; Phagocytosis; Epithelial,Recognition,96,4.583351670653373,2
IMD; Phagocytosis; Epithelial,Recognition,120,5.295302288409102,2
IMD; ROS,Signaling,0,3.752001134488487,1
IMD; ROS,Signaling,1,3.748403657874559,1
IMD; ROS,Signaling,2,3.7025995180051354,1
IMD; ROS,Signaling,3,3.83644046751788,1
IMD; ROS,Signaling,4,3.844626249755803,1
IMD; ROS,Signaling,5,3.4709311310488578,1
IMD; ROS,Signaling,6,3.797757919785862,1
IMD; ROS,Signaling,8,3.71711850758231,1
IMD; ROS,Signaling,10,3.6666740280798926,1
IMD; ROS,Signaling,12,3.7114758237045513,1
IMD; ROS,Signaling,14,3.8112585924965963,1
IMD; ROS,Signaling,16,3.7239475067429977,1
IMD; ROS,Signaling,20,3.7590354393825303,1
IMD; ROS,Signaling,24,3.5526022137540894,1
IMD; ROS,Signaling,30,3.538315444905451,1
IMD; ROS,Signaling,36,3.7878139386931298,1
IMD; ROS,Signaling,42,3.5574306210758433,1
IMD; ROS,Signaling,48,3.6050982065433494,1
IMD; ROS,Signaling,72,3.70052760073839,1
IMD; ROS,Signaling,96,3.6398487574485667,1
IMD; ROS,Signaling,120,3.5167591999154286,1
IMD; Toll,Signaling,0,6.02640962159907,2
IMD; Toll,Signaling,1,6.626167719830162,2
IMD; Toll,Signaling,2,6.801696981445552,2
IMD; Toll,Signaling,3,6.455790564101202,2
IMD; Toll,Signaling,4,6.355027917056336,2
IMD; Toll,Signaling,5,5.90712271060222,2
IMD; Toll,Signaling,6,6.265853568066237,2
IMD; Toll,Signaling,8,6.229496782446981,2
IMD; Toll,Signaling,10,6.283420507018029,2
IMD; Toll,Signaling,12,6.328788828655203,2
IMD; Toll,Signaling,14,6.234644598820156,2
IMD; Toll,Signaling,16,6.152149975096701,2
IMD; Toll,Signaling,20,6.14078947236171,2
IMD; Toll,Signaling,24,6.125214405604826,2
IMD; Toll,Signaling,30,6.277011992755554,2
IMD; Toll,Signaling,36,6.18009576728766,2
IMD; Toll,Signaling,42,6.161807907585557,2
IMD; Toll,Signaling,48,6.175728658487363,2
IMD; Toll,Signaling,72,6.264330857464403,2
IMD; Toll,Signaling,96,6.215929043328321,2
IMD; Toll,Signaling,120,6.243725117434515,2
IMD; Toll; Anti-viral,Signaling,0,5.56399975101082,1
IMD; Toll; Anti-viral,Signaling,1,5.852936173707857,1
IMD; Toll; Anti-viral,Signaling,2,5.916116769686386,1
IMD; Toll; Anti-viral,Signaling,3,5.769363381647577,1
IMD; Toll; Anti-viral,Signaling,4,5.771643266155052,1
IMD; Toll; Anti-viral,Signaling,5,5.707359603255475,1
IMD; Toll; Anti-viral,Signaling,6,5.8015620133047445,1
IMD; Toll; Anti-viral,Signaling,8,5.741254897435128,1
IMD; Toll; Anti-viral,Signaling,10,5.6962904764885955,1
IMD; Toll; Anti-viral,Signaling,12,5.721637137826628,1
IMD; Toll; Anti-viral,Signaling,14,5.846412568363987,1
IMD; Toll; Anti-viral,Signaling,16,5.7019017856950445,1
IMD; Toll; Anti-viral,Signaling,20,5.694069382069431,1
IMD; Toll; Anti-viral,Signaling,24,5.698860897009096,1
IMD; Toll; Anti-viral,Signaling,30,5.689691666828226,1
IMD; Toll; Anti-viral,Signaling,36,5.749564726407229,1
IMD; Toll; Anti-viral,Signaling,42,5.689536636874262,1
IMD; Toll; Anti-viral,Signaling,48,5.677495195033625,1
IMD; Toll; Anti-viral,Signaling,72,5.683898430575939,1
IMD; Toll; Anti-viral,Signaling,96,6.536967572625181,1
IMD; Toll; Anti-viral,Signaling,120,6.327739320352446,1
IMD; Toll; Phagocyosis,Signaling,0,7.410662200301536,1
IMD; Toll; Phagocyosis,Signaling,1,7.345092029105341,1
IMD; Toll; Phagocyosis,Signaling,2,7.356606711983565,1
IMD; Toll; Phagocyosis,Signaling,3,7.2468310834294964,1
IMD; Toll; Phagocyosis,Signaling,4,7.5010829674967745,1
IMD; Toll; Phagocyosis,Signaling,5,7.134749928288608,1
IMD; Toll; Phagocyosis,Signaling,6,7.563423000664854,1
IMD; Toll; Phagocyosis,Signaling,8,7.502220590151548,1
IMD; Toll; Phagocyosis,Signaling,10,7.524252283201271,1
IMD; Toll; Phagocyosis,Signaling,12,7.509840645425067,1
IMD; Toll; Phagocyosis,Signaling,14,7.506505031746273,1
IMD; Toll; Phagocyosis,Signaling,16,7.458117251410733,1
IMD; Toll; Phagocyosis,Signaling,20,7.401158457595139,1
IMD; Toll; Phagocyosis,Signaling,24,7.355895169506976,1
IMD; Toll; Phagocyosis,Signaling,30,7.448243614922479,1
IMD; Toll; Phagocyosis,Signaling,36,7.594311354252827,1
IMD; Toll; Phagocyosis,Signaling,42,7.471395730125848,1
IMD; Toll; Phagocyosis,Signaling,48,7.440279353802823,1
IMD; Toll; Phagocyosis,Signaling,72,7.420146568727366,1
IMD; Toll; Phagocyosis,Signaling,96,7.458997149851379,1
IMD; Toll; Phagocyosis,Signaling,120,7.370467892930571,1
JAK-STAT,Signaling,0,5.1880715171640315,9
JAK-STAT,Effector (Putative),0,6.733422354177901,1
JAK-STAT,Signaling,1,5.30810261299801,9
JAK-STAT,Effector (Putative),1,4.527304017096981,1
JAK-STAT,Signaling,2,5.4608843462452334,9
JAK-STAT,Effector (Putative),2,6.996144825140251,1
JAK-STAT,Signaling,3,5.3257673141625315,9
JAK-STAT,Effector (Putative),3,7.008420052969619,1
JAK-STAT,Signaling,4,5.541175086586648,9
JAK-STAT,Effector (Putative),4,8.566645004634271,1
JAK-STAT,Signaling,5,5.142009638986486,9
JAK-STAT,Effector (Putative),5,10.003494420895459,1
JAK-STAT,Signaling,6,5.600642794787351,9
JAK-STAT,Effector (Putative),6,10.121857168069234,1
JAK-STAT,Signaling,8,5.476903574811054,9
JAK-STAT,Effector (Putative),8,10.981132885226724,1
JAK-STAT,Signaling,10,5.389186317657341,9
JAK-STAT,Effector (Putative),10,11.29770535936673,1
JAK-STAT,Signaling,12,5.359021424763385,9
JAK-STAT,Effector (Putative),12,11.859119004529541,1
JAK-STAT,Signaling,14,5.342992197176128,9
JAK-STAT,Effector (Putative),14,11.33350694045268,1
JAK-STAT,Signaling,16,5.300737501107204,9
JAK-STAT,Effector (Putative),16,10.715493589442252,1
JAK-STAT,Signaling,20,5.331034115412732,9
JAK-STAT,Effector (Putative),20,10.948934188274986,1
JAK-STAT,Signaling,24,5.161274715388732,9
JAK-STAT,Effector (Putative),24,9.546044885060834,1
JAK-STAT,Signaling,30,5.3150096562951035,9
JAK-STAT,Effector (Putative),30,9.616299960152425,1
JAK-STAT,Signaling,36,5.334041455797154,9
JAK-STAT,Effector (Putative),36,8.73680236123699,1
JAK-STAT,Signaling,42,5.1879916283182546,9
JAK-STAT,Effector (Putative),42,8.636115479155757,1
JAK-STAT,Signaling,48,5.253784859480221,9
JAK-STAT,Effector (Putative),48,7.2908887460425955,1
JAK-STAT,Signaling,72,5.26102672880703,9
JAK-STAT,Effector (Putative),72,5.007923202218123,1
JAK-STAT,Signaling,96,5.41175595571184,9
JAK-STAT,Effector (Putative),96,6.110784233997913,1
JAK-STAT,Signaling,120,5.260902099007878,9
JAK-STAT,Effector (Putative),120,4.44731651262039,1
JAK-STAT; Anti-viral,Signaling,0,3.234683232211709,2
JAK-STAT; Anti-viral,Recognition,0,3.965704222727468,1
JAK-STAT; Anti-viral,Anti-viral,0,9.378338365870047,1
JAK-STAT; Anti-viral,Signaling,1,2.718151985013843,2
JAK-STAT; Anti-viral,Recognition,1,4.309223926619719,1
JAK-STAT; Anti-viral,Anti-viral,1,9.722869467015906,1
JAK-STAT; Anti-viral,Recognition,2,4.8329521661548185,1
JAK-STAT; Anti-viral,Signaling,2,2.8673849793258777,2
JAK-STAT; Anti-viral,Anti-viral,2,9.821716431503795,1
JAK-STAT; Anti-viral,Signaling,3,3.224614895365928,2
JAK-STAT; Anti-viral,Recognition,3,5.32180557798515,1
JAK-STAT; Anti-viral,Anti-viral,3,9.876284062552745,1
JAK-STAT; Anti-viral,Recognition,4,4.926297177081514,1
JAK-STAT; Anti-viral,Signaling,4,5.8051692688437235,2
JAK-STAT; Anti-viral,Anti-viral,4,9.474373107469521,1
JAK-STAT; Anti-viral,Recognition,5,5.088098334221965,1
JAK-STAT; Anti-viral,Signaling,5,6.481347793582897,2
JAK-STAT; Anti-viral,Anti-viral,5,9.784557648095317,1
JAK-STAT; Anti-viral,Signaling,6,6.673552457950523,2
JAK-STAT; Anti-viral,Recognition,6,5.361368565253413,1
JAK-STAT; Anti-viral,Anti-viral,6,9.462578946801493,1
JAK-STAT; Anti-viral,Signaling,8,6.93331984331621,2
JAK-STAT; Anti-viral,Recognition,8,4.502193509133637,1
JAK-STAT; Anti-viral,Anti-viral,8,9.379720076199202,1
JAK-STAT; Anti-viral,Signaling,10,7.0704875679834,2
JAK-STAT; Anti-viral,Recognition,10,4.344538047902334,1
JAK-STAT; Anti-viral,Anti-viral,10,9.576085460491296,1
JAK-STAT; Anti-viral,Signaling,12,7.127091482591641,2
JAK-STAT; Anti-viral,Recognition,12,4.472058568954236,1
JAK-STAT; Anti-viral,Anti-viral,12,9.568093881142097,1
JAK-STAT; Anti-viral,Signaling,14,6.364375006339746,2
JAK-STAT; Anti-viral,Recognition,14,5.622045327507012,1
JAK-STAT; Anti-viral,Anti-viral,14,9.547282168201445,1
JAK-STAT; Anti-viral,Signaling,16,5.691916141239683,2
JAK-STAT; Anti-viral,Recognition,16,5.011668988785809,1
JAK-STAT; Anti-viral,Anti-viral,16,9.528346982741914,1
JAK-STAT; Anti-viral,Recognition,20,5.090477637037777,1
JAK-STAT; Anti-viral,Signaling,20,5.3847816383386355,2
JAK-STAT; Anti-viral,Anti-viral,20,9.605844847267706,1
JAK-STAT; Anti-viral,Signaling,24,4.503986683711423,2
JAK-STAT; Anti-viral,Recognition,24,4.54398328488292,1
JAK-STAT; Anti-viral,Anti-viral,24,9.400068251207195,1
JAK-STAT; Anti-viral,Signaling,30,5.386423289643334,2
JAK-STAT; Anti-viral,Recognition,30,4.990446262164749,1
JAK-STAT; Anti-viral,Anti-viral,30,9.50396938911523,1
JAK-STAT; Anti-viral,Recognition,36,5.098215541757666,1
JAK-STAT; Anti-viral,Signaling,36,4.655696611639178,2
JAK-STAT; Anti-viral,Anti-viral,36,9.603629109126743,1
JAK-STAT; Anti-viral,Signaling,42,4.288687215891062,2
JAK-STAT; Anti-viral,Recognition,42,5.168231787412344,1
JAK-STAT; Anti-viral,Anti-viral,42,9.50701852027081,1
JAK-STAT; Anti-viral,Recognition,48,4.638086283979021,1
JAK-STAT; Anti-viral,Signaling,48,3.5055518698261743,2
JAK-STAT; Anti-viral,Anti-viral,48,9.400994372048768,1
JAK-STAT; Anti-viral,Signaling,72,2.950697387499342,2
JAK-STAT; Anti-viral,Recognition,72,4.820663286862459,1
JAK-STAT; Anti-viral,Anti-viral,72,9.459887903900377,1
JAK-STAT; Anti-viral,Signaling,96,3.033893612870783,2
JAK-STAT; Anti-viral,Recognition,96,6.119725234351929,1
JAK-STAT; Anti-viral,Anti-viral,96,9.939475382064082,1
JAK-STAT; Anti-viral,Signaling,120,2.830236065654429,2
JAK-STAT; Anti-viral,Recognition,120,5.736575339984112,1
JAK-STAT; Anti-viral,Anti-viral,120,9.91956128154741,1
JAK-STAT; Cellular,Signaling,0,6.284424569073071,1
JAK-STAT; Cellular,Signaling,1,6.22397694290919,1
JAK-STAT; Cellular,Signaling,2,6.275736672404621,1
JAK-STAT; Cellular,Signaling,3,6.1864714559426135,1
JAK-STAT; Cellular,Signaling,4,6.312204456087145,1
JAK-STAT; Cellular,Signaling,5,6.034050276248998,1
JAK-STAT; Cellular,Signaling,6,6.350400276834407,1
JAK-STAT; Cellular,Signaling,8,6.311075265477769,1
JAK-STAT; Cellular,Signaling,10,6.237812871649606,1
JAK-STAT; Cellular,Signaling,12,6.239223754322259,1
JAK-STAT; Cellular,Signaling,14,6.37178215473206,1
JAK-STAT; Cellular,Signaling,16,6.261706555295623,1
JAK-STAT; Cellular,Signaling,20,6.1992116410605895,1
JAK-STAT; Cellular,Signaling,24,6.191211400579883,1
JAK-STAT; Cellular,Signaling,30,6.255680864668731,1
JAK-STAT; Cellular,Signaling,36,6.32955310997582,1
JAK-STAT; Cellular,Signaling,42,6.247853705618079,1
JAK-STAT; Cellular,Signaling,48,6.27988050337877,1
JAK-STAT; Cellular,Signaling,72,6.220038446478259,1
JAK-STAT; Cellular,Signaling,96,6.149012597140656,1
JAK-STAT; Cellular,Signaling,120,6.198871561653981,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,0,6.233956622499335,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,1,6.010062833984261,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,2,5.944070967577332,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,3,5.633568573681999,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,4,5.235647218613836,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,5,5.700976769136059,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,6,5.759260177660294,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,8,6.356225879541635,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,10,6.762363099474152,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,12,6.842477028374706,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,14,5.961963999046392,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,16,5.467926032978544,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,20,5.7348152079168475,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,24,7.0740361372341605,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,30,6.563255995645781,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,36,6.861945529807695,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,42,6.093947833998239,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,48,6.519209530930237,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,72,6.709697044043652,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,96,6.99663754975118,1
JAK-STAT; Coagulation; PO-Melanization,Signaling,120,7.2033622382532165,1
JAK-STAT; Encapsulation,Signaling,0,3.4234128136589153,1
JAK-STAT; Encapsulation,Signaling,1,3.2100765427538915,1
JAK-STAT; Encapsulation,Signaling,2,3.215139261067794,1
JAK-STAT; Encapsulation,Signaling,3,3.9539581886674724,1
JAK-STAT; Encapsulation,Signaling,4,5.446989040193245,1
JAK-STAT; Encapsulation,Signaling,5,5.676342442462653,1
JAK-STAT; Encapsulation,Signaling,6,5.822833160764947,1
JAK-STAT; Encapsulation,Signaling,8,5.260091582247579,1
JAK-STAT; Encapsulation,Signaling,10,5.2029176898825495,1
JAK-STAT; Encapsulation,Signaling,12,4.3142255140613415,1
JAK-STAT; Encapsulation,Signaling,14,3.989204971544412,1
JAK-STAT; Encapsulation,Signaling,16,4.115507906069939,1
JAK-STAT; Encapsulation,Signaling,20,3.652481539093871,1
JAK-STAT; Encapsulation,Signaling,24,3.702438840487427,1
JAK-STAT; Encapsulation,Signaling,30,4.7666640825200615,1
JAK-STAT; Encapsulation,Signaling,36,3.7119664368694902,1
JAK-STAT; Encapsulation,Signaling,42,3.742638035072192,1
JAK-STAT; Encapsulation,Signaling,48,3.6276747420618634,1
JAK-STAT; Encapsulation,Signaling,72,3.617383782388142,1
JAK-STAT; Encapsulation,Signaling,96,3.9183170104941647,1
JAK-STAT; Encapsulation,Signaling,120,3.914209616835275,1
JAK-STAT; Epithelial,Signaling,0,0.6470324205439857,1
JAK-STAT; Epithelial,Signaling,1,1.8482262733365098,1
JAK-STAT; Epithelial,Signaling,2,1.746213209116366,1
JAK-STAT; Epithelial,Signaling,3,2.1652519901889455,1
JAK-STAT; Epithelial,Signaling,4,1.581467334678213,1
JAK-STAT; Epithelial,Signaling,5,1.4641449249568006,1
JAK-STAT; Epithelial,Signaling,6,2.0434127466256786,1
JAK-STAT; Epithelial,Signaling,8,1.0648555974841942,1
JAK-STAT; Epithelial,Signaling,10,1.1571846974139715,1
JAK-STAT; Epithelial,Signaling,12,1.319078488020766,1
JAK-STAT; Epithelial,Signaling,14,1.7113912399085984,1
JAK-STAT; Epithelial,Signaling,16,0.9586282648676944,1
JAK-STAT; Epithelial,Signaling,20,1.5213295015130603,1
JAK-STAT; Epithelial,Signaling,24,0.9810525161824611,1
JAK-STAT; Epithelial,Signaling,30,1.373054151395589,1
JAK-STAT; Epithelial,Signaling,36,1.356752990365658,1
JAK-STAT; Epithelial,Signaling,42,0.8857442164548234,1
JAK-STAT; Epithelial,Signaling,48,1.1019845236598593,1
JAK-STAT; Epithelial,Signaling,72,1.0536335867169622,1
JAK-STAT; Epithelial,Signaling,96,2.5668885815184694,1
JAK-STAT; Epithelial,Signaling,120,2.0877519924493164,1
JAK-STAT; Phagocytosis,Signaling,0,7.400222491242086,1
JAK-STAT; Phagocytosis,Signaling,1,7.43696032946975,1
JAK-STAT; Phagocytosis,Signaling,2,7.426334520726492,1
JAK-STAT; Phagocytosis,Signaling,3,7.299130617925333,1
JAK-STAT; Phagocytosis,Signaling,4,7.516804262045106,1
JAK-STAT; Phagocytosis,Signaling,5,7.17820112394622,1
JAK-STAT; Phagocytosis,Signaling,6,7.44102476689001,1
JAK-STAT; Phagocytosis,Signaling,8,7.519930048737491,1
JAK-STAT; Phagocytosis,Signaling,10,7.244514148383382,1
JAK-STAT; Phagocytosis,Signaling,12,7.2129198882465175,1
JAK-STAT; Phagocytosis,Signaling,14,7.400424084596949,1
JAK-STAT; Phagocytosis,Signaling,16,7.349803666987726,1
JAK-STAT; Phagocytosis,Signaling,20,7.35045908212151,1
JAK-STAT; Phagocytosis,Signaling,24,7.140878761569892,1
JAK-STAT; Phagocytosis,Signaling,30,7.2127862109024035,1
JAK-STAT; Phagocytosis,Signaling,36,7.233646860437693,1
JAK-STAT; Phagocytosis,Signaling,42,7.213608013967859,1
JAK-STAT; Phagocytosis,Signaling,48,7.184955316821431,1
JAK-STAT; Phagocytosis,Signaling,72,7.263279768504901,1
JAK-STAT; Phagocytosis,Signaling,96,7.138805061274914,1
JAK-STAT; Phagocytosis,Signaling,120,7.102635344251928,1
JNK,Signaling,0,3.6610833484836096,3
JNK,Signaling,1,4.3645466167286715,3
JNK,Signaling,2,4.38709748843543,3
JNK,Signaling,3,4.005900277011553,3
JNK,Signaling,4,4.108681852369305,3
JNK,Signaling,5,3.784662689229453,3
JNK,Signaling,6,4.190315114789051,3
JNK,Signaling,8,4.1471376787253,3
JNK,Signaling,10,4.1315501041144875,3
JNK,Signaling,12,3.926581467691774,3
JNK,Signaling,14,4.1797658899127565,3
JNK,Signaling,16,3.9332677342237776,3
JNK,Signaling,20,3.9373253422299452,3
JNK,Signaling,24,4.008016275555262,3
JNK,Signaling,30,4.138973410419254,3
JNK,Signaling,36,4.112005268437838,3
JNK,Signaling,42,3.8091378910951605,3
JNK,Signaling,48,4.1202609634127,3
JNK,Signaling,72,3.9202854387363395,3
JNK,Signaling,96,4.128284184598317,3
JNK,Signaling,120,4.149327739858862,3
JNK; Encapsulation,Signaling,0,4.854854248325539,1
JNK; Encapsulation,Signaling,1,4.9797450713738005,1
JNK; Encapsulation,Signaling,2,5.083595862000809,1
JNK; Encapsulation,Signaling,3,4.913915019663843,1
JNK; Encapsulation,Signaling,4,4.930286534684126,1
JNK; Encapsulation,Signaling,5,4.517618460963218,1
JNK; Encapsulation,Signaling,6,4.96627629262257,1
JNK; Encapsulation,Signaling,8,4.808649047930809,1
JNK; Encapsulation,Signaling,10,4.873468309413895,1
JNK; Encapsulation,Signaling,12,5.065609270006621,1
JNK; Encapsulation,Signaling,14,4.930807551248327,1
JNK; Encapsulation,Signaling,16,4.779044688189165,1
JNK; Encapsulation,Signaling,20,4.842681010531578,1
JNK; Encapsulation,Signaling,24,5.0641241966301695,1
JNK; Encapsulation,Signaling,30,5.003159313266178,1
JNK; Encapsulation,Signaling,36,5.171010350042577,1
JNK; Encapsulation,Signaling,42,4.797910313837601,1
JNK; Encapsulation,Signaling,48,5.095500796902243,1
JNK; Encapsulation,Signaling,72,5.139532360709104,1
JNK; Encapsulation,Signaling,96,5.2790245755319365,1
JNK; Encapsulation,Signaling,120,5.2416189446707255,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,0,5.785900464385337,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,1,5.7453732873800725,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,2,5.816374509168805,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,3,5.8910147982977845,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,4,5.812180187784019,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,5,5.822152282183357,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,6,5.773093196974294,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,8,5.893928121027685,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,10,5.8687404378848065,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,12,5.865707737616469,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,14,5.85097294838423,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,16,5.862555943934989,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,20,5.891609828131669,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,24,5.937881133141071,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,30,5.95641475596725,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,36,5.971344232501911,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,42,5.9402526000902895,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,48,5.82525976635306,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,72,5.879651740883537,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,96,6.099359652931419,1
JNK; Encapsulation; Phagocytosis; Wound repair,Signaling,120,6.112397441464432,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,0,3.6463044623718175,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,1,3.472299674560469,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,2,3.5329325649055887,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,3,3.3352077165429397,1
JNK; JAK-STAT; Cellular; PO-Melanization,Signaling,4,3.6393893529794137,1
