gene_id,variance,mean_expr,n_samples
FBgn0040735,0.6299395193913581,6.77988521385866,41
FBgn0038095,0.6276420326049479,1.3026115425683167,41
FBgn0051041,0.6269388739236201,1.7664887333295556,41
FBgn0005660,0.6267995588438794,3.2199006561218346,41
FBgn0032381,0.6244280248848026,5.276191788009023,41
FBgn0032002,0.621945183448246,3.642179504374813,41
FBgn0004426,0.6212756932285971,2.9547242315806086,41
FBgn0038292,0.6211127196759818,4.8686840613633064,41
FBgn0031432,0.6210080373160364,5.5964840381646095,41
FBgn0053306,0.6204177373935555,4.740766977786091,41
FBgn0040609,0.6195347671889972,4.537026387081974,41
FBgn0037684,0.619047692573784,6.219241717072194,41
FBgn0040251,0.6183735583810476,1.9266390813926177,41
FBgn0040099,0.614192086676195,6.218247882411798,41
FBgn0053117,0.6112105957087496,0.45708822640899793,41
FBgn0267520,0.611193186440708,7.380770099200698,41
FBgn0267508,0.6064338336261987,7.892428746910442,41
FBgn0037386,0.6015465816456291,5.430360634783887,41
FBgn0039474,0.5982255081405924,5.377550999088007,41
FBgn0267511,0.5981011518475149,10.440434946921417,41
FBgn0085771,0.59702127863511,9.5213079595768,41
FBgn0259237,0.5933420134887128,3.940126591100782,41
FBgn0085819,0.5931717308926452,9.12939785960436,41
FBgn0028532,0.5923533705692903,4.249841703168981,41
FBgn0053301,0.5922732119012578,4.294692426182432,41
FBgn0032387,0.591971513171883,4.340624604831077,41
FBgn0015316,0.5906070352424421,3.2809858563965144,41
FBgn0030925,0.5880299445848028,4.137772120270048,41
FBgn0036876,0.5866437274431462,6.0003795089499175,41
FBgn0033659,0.585292846892538,4.0560672993843,41
FBgn0046689,0.583601028768858,3.1278900828883844,41
FBgn0038701,0.5818526073804945,7.326935613417959,41
FBgn0027578,0.5816547646029343,6.354127941715801,41
FBgn0053509,0.5810858586276135,2.851568729045761,41
FBgn0050360,0.5800983085173895,8.628168030232596,41
FBgn0023495,0.5767307758989239,0.9343126229269765,41
FBgn0039452,0.5746353455923828,6.714098543639476,41
FBgn0031929,0.5744088846671919,4.7552327865974355,41
FBgn0036767,0.5740403230607792,3.740607982503513,41
FBgn0038290,0.5736010245349894,2.710022835369268,41
FBgn0031925,0.5686426288121273,5.233744287426311,41
FBgn0033234,0.5678968093479021,5.0326621586682405,41
FBgn0039299,0.5644957392010486,3.4416591575433353,41
FBgn0265922,0.5641253725164684,1.5955536014141696,41
